1,Beauty,64
1,Beauty,27
1,Beauty,81
1,Beauty,31
1,Beauty,26
1,Beauty,55
1,Beauty,71
1,Beauty,91
1,Cafe,17
1,Cafe,10
1,Cafe,18
1,Cafe,20
1,Cafe,20
1,Cafe,19
1,Cafe,14
1,Cafe,14
1,Cafe,20
1,Cafe,15
1,Culture,82
1,Culture,68
1,Culture,78
1,Culture,74
1,Culture,51
1,Electronics,19
1,Electronics,44
1,Electronics,100
1,Electronics,33
1,Electronics,85
1,Electronics,38
1,Electronics,51
1,Grocery,98
1,Grocery,94
1,Grocery,32
1,Grocery,30
1,Grocery,77
1,Grocery,80
1,Grocery,14
1,Grocery,31
1,Grocery,72
1,Grocery,25
1,Grocery,66
1,Grocery,83
1,Grocery,98
1,Grocery,32
1,Grocery,39
1,Health,120
1,Health,150
1,Health,69
1,Movies,17
1,Movies,17
1,Movies,23
1,Movies,29
1,Movies,10
1,Outdoors,24
1,Outdoors,45
1,Outdoors,30
1,Outdoors,46
1,Outdoors,40
1,Restaurant,33
1,Restaurant,70
1,Restaurant,66
1,Restaurant,37
1,Restaurant,38
1,Restaurant,42
1,Restaurant,33
1,Restaurant,54
1,Restaurant,68
1,Traveling,720
