1,Beauty,55
1,Beauty,56
1,Beauty,25
1,Beauty,94
1,Beauty,21
1,Books,10
1,Clothing,132
1,Culture,99
1,Culture,73
1,Culture,75
1,Culture,83
1,Electronics,10
1,Electronics,86
1,Electronics,73
1,Electronics,28
1,Electronics,80
1,Electronics,60
1,Electronics,29
1,Electronics,50
1,Electronics,92
1,Games,7
1,Games,38
1,Games,33
1,Games,4
1,Games,56
1,Games,36
1,Games,6
1,Games,58
1,Grocery,95
1,Grocery,25
1,Grocery,88
1,Grocery,100
1,Grocery,93
1,Grocery,31
1,Grocery,15
1,Grocery,78
1,Grocery,43
1,Grocery,88
1,Grocery,58
1,Grocery,61
1,Grocery,53
1,Grocery,13
1,Grocery,32
1,Health,109
1,Health,30
1,Health,43
1,Home,80
1,Home,189
1,Home,162
1,Home,168
1,Home,131
1,Movies,12
1,Movies,21
1,Movies,29
1,Movies,12
1,Movies,29
1,Movies,15
1,Movies,11
1,Movies,22
1,Outdoors,78
1,Outdoors,35
1,Outdoors,64
1,Restaurant,28
1,Restaurant,39
1,Restaurant,50
1,Restaurant,20
1,Restaurant,35
1,Restaurant,52
1,Restaurant,49
1,Restaurant,73
1,Restaurant,50
1,Restaurant,53
1,Restaurant,63
1,Traveling,384
