1,Beauty,10
1,Beauty,11
1,Beauty,82
1,Beauty,78
1,Cafe,15
1,Cafe,18
1,Cafe,19
1,Cafe,11
1,Cafe,14
1,Cafe,11
1,Cafe,11
1,Grocery,38
1,Grocery,90
1,Grocery,49
1,Grocery,40
1,Grocery,84
1,Grocery,46
1,Grocery,88
1,Grocery,72
1,Grocery,47
1,Grocery,52
1,Grocery,67
1,Grocery,39
1,Grocery,94
1,Grocery,78
1,Health,31
1,Health,64
1,Health,182
1,Jewelry,454
1,Jewelry,171
1,Jewelry,380
1,Outdoors,54
1,Outdoors,67
1,Outdoors,46
1,Outdoors,33
1,Restaurant,75
1,Restaurant,56
1,Restaurant,26
1,Restaurant,63
1,Restaurant,44
1,Restaurant,76
1,Restaurant,76
1,Restaurant,57
1,Restaurant,33
1,Restaurant,57
1,Restaurant,31
1,Restaurant,80
1,Restaurant,52
1,Restaurant,52
1,Restaurant,74
1,Restaurant,78
1,Restaurant,34
1,Sports,27
1,Sports,20
1,Sports,25
1,Sports,17
1,Sports,19
1,Sports,11
1,Sports,23
1,Sports,10
1,Sports,17
1,Traveling,566
1,Traveling,474
2,Beauty,68
2,Beauty,38
2,Beauty,63
2,Beauty,81
2,Beauty,47
2,Beauty,16
2,Beauty,55
2,Cafe,20
2,Cafe,11
2,Cafe,19
2,Cafe,14
2,Cafe,12
2,Cafe,19
2,Cafe,16
2,Cafe,13
2,Cafe,19
2,Clothing,195
2,Clothing,122
2,Clothing,51
2,Culture,82
2,Culture,87
2,Culture,69
2,Culture,54
2,Culture,98
2,Grocery,85
2,Grocery,96
2,Grocery,60
2,Grocery,21
2,Grocery,85
2,Grocery,94
2,Grocery,73
2,Grocery,73
2,Grocery,20
2,Grocery,17
2,Grocery,59
2,Grocery,50
2,Grocery,38
2,Grocery,41
2,Health,189
2,Health,188
2,Health,100
2,Kids,182
2,Kids,222
2,Kids,206
2,Kids,96
2,Kids,224
2,Kids,133
2,Kids,280
2,Kids,154
2,Kids,15
2,Kids,158
2,Kids,140
2,Restaurant,71
2,Restaurant,60
2,Restaurant,40
2,Restaurant,27
2,Restaurant,47
2,Restaurant,26
2,Sports,24
2,Sports,11
2,Sports,16
2,Sports,14
2,Sports,29
2,Sports,12
2,Traveling,404
3,Beauty,67
3,Beauty,60
3,Beauty,37
3,Beauty,56
3,Beauty,100
3,Beauty,91
3,Beauty,80
3,Clothing,183
3,Clothing,61
3,Clothing,71
3,Culture,99
3,Culture,89
3,Culture,77
3,Grocery,26
3,Grocery,10
3,Grocery,26
3,Grocery,47
3,Grocery,84
3,Grocery,47
3,Grocery,43
3,Grocery,26
3,Grocery,19
3,Grocery,89
3,Grocery,66
3,Grocery,25
3,Grocery,65
3,Health,88
3,Health,180
3,Health,152
3,Home,135
3,Home,129
3,Home,165
3,Home,45
3,Home,80
3,Jewelry,454
3,Jewelry,180
3,Jewelry,75
3,Restaurant,23
3,Restaurant,52
3,Restaurant,29
3,Restaurant,78
3,Restaurant,61
3,Restaurant,77
3,Restaurant,63
3,Restaurant,65
3,Restaurant,44
3,Restaurant,23
3,Restaurant,76
3,Restaurant,68
3,Restaurant,47
3,Restaurant,40
3,Restaurant,69
3,Sports,26
3,Sports,20
3,Sports,14
3,Sports,13
3,Sports,25
3,Sports,17
3,Sports,17
3,Sports,24
4,Automotive,468
4,Automotive,703
4,Beauty,72
4,Beauty,42
4,Beauty,80
4,Beauty,23
4,Culture,68
4,Culture,64
4,Culture,78
4,Culture,90
4,Electronics,23
4,Electronics,93
4,Electronics,20
4,Electronics,83
4,Electronics,40
4,Electronics,35
4,Grocery,62
4,Grocery,29
4,Grocery,97
4,Grocery,11
4,Grocery,24
4,Grocery,71
4,Grocery,70
4,Grocery,38
4,Grocery,51
4,Grocery,61
4,Grocery,86
4,Grocery,43
4,Grocery,78
4,Grocery,14
4,Grocery,88
4,Grocery,49
4,Health,59
4,Health,13
4,Health,39
4,Jewelry,386
4,Jewelry,50
4,Jewelry,217
4,Kids,247
4,Kids,49
4,Kids,293
4,Kids,161
4,Kids,184
4,Kids,58
4,Kids,260
4,Kids,298
4,Kids,254
4,Kids,99
4,Kids,98
4,Kids,247
4,Kids,168
4,Kids,267
4,Kids,20
4,Kids,64
4,Kids,50
4,Kids,216
4,Kids,59
4,Kids,295
4,Kids,271
4,Kids,167
4,Kids,134
4,Kids,220
4,Kids,228
4,Music,4
4,Music,15
4,Music,19
4,Music,9
4,Music,12
4,Music,10
4,Music,17
4,Music,7
4,Music,7
4,Sports,28
4,Sports,20
4,Sports,20
4,Sports,24
4,Sports,12
4,Sports,10
4,Traveling,592
4,Traveling,406
5,Automotive,526
5,Automotive,993
5,Automotive,764
5,Automotive,601
5,Beauty,19
5,Beauty,67
5,Beauty,19
5,Beauty,14
5,Beauty,88
5,Beauty,20
5,Beauty,85
5,Cafe,17
5,Cafe,20
5,Cafe,17
5,Cafe,17
5,Cafe,16
5,Cafe,15
5,Cafe,11
5,Cafe,13
5,Cafe,20
5,Cafe,20
5,Cafe,15
5,Cafe,10
5,Cafe,15
5,Cafe,19
5,Cafe,16
5,Clothing,172
5,Clothing,160
5,Culture,94
5,Culture,94
5,Culture,68
5,Culture,50
5,Culture,84
5,Electronics,87
5,Electronics,85
5,Electronics,18
5,Electronics,93
5,Electronics,15
5,Grocery,71
5,Grocery,67
5,Grocery,40
5,Grocery,32
5,Grocery,59
5,Grocery,85
5,Grocery,51
5,Grocery,60
5,Grocery,65
5,Grocery,41
5,Grocery,91
5,Grocery,50
5,Grocery,61
5,Grocery,44
5,Grocery,57
5,Grocery,78
5,Grocery,44
5,Grocery,69
5,Grocery,90
5,Grocery,44
5,Health,145
5,Health,85
5,Health,194
5,Music,11
5,Music,7
5,Music,16
5,Music,5
5,Sports,27
5,Sports,11
5,Sports,21
5,Sports,27
5,Sports,21
5,Sports,29
5,Sports,18
5,Toys,17
5,Toys,17
5,Toys,17
5,Toys,20
6,Beauty,22
6,Beauty,65
6,Beauty,37
6,Beauty,28
6,Culture,100
6,Culture,50
6,Culture,55
6,Culture,95
6,Culture,87
6,Grocery,89
6,Grocery,41
6,Grocery,100
6,Grocery,100
6,Grocery,25
6,Grocery,61
6,Grocery,85
6,Grocery,25
6,Grocery,27
6,Grocery,67
6,Grocery,45
6,Grocery,53
6,Grocery,77
6,Grocery,46
6,Grocery,30
6,Grocery,94
6,Grocery,18
6,Grocery,90
6,Grocery,50
6,Health,90
6,Health,81
6,Health,71
6,Jewelry,321
6,Jewelry,444
6,Jewelry,258
6,Movies,27
6,Movies,26
6,Movies,13
6,Movies,25
6,Movies,11
6,Movies,12
6,Shoes,49
6,Shoes,44
6,Shoes,75
6,Sports,15
6,Sports,11
6,Sports,29
6,Sports,19
6,Sports,21
6,Sports,27
6,Traveling,725
6,Traveling,121
